2.5 2.5 0
2.5 5 0
2.5 7.5 0
2.5 10 0
2.5 12.5 0
2.5 15 0
2.5 17.5 0
2.5 20 0
2.5 22.5 0
2.5 25 0
2.5 27.5 0
2.5 30 0
2.5 32.5 0
2.5 35 0
2.5 37.5 0
2.5 40 0
2.5 42.5 0
2.5 45 0
2.5 47.5 0
2.5 50 0
2.5 52.5 0
2.5 55 0
2.5 57.5 0
2.5 60 0
2.5 62.5 0
2.5 65 0
2.5 67.5 0
2.5 70 0
2.5 72.5 0
2.5 75 0
2.5 77.5 0
2.5 80 0
2.5 82.5 0
2.5 85 0
2.5 87.5 0
2.5 90 0
2.5 92.5 0
2.5 95 0
2.5 97.5 0
2.5 100 0
2.5 102.5 0
2.5 105 0
2.5 107.5 0
2.5 110 0
2.5 112.5 0
2.5 115 0
2.5 117.5 0
2.5 120 0
2.5 122.5 0
2.5 125 0
2.5 127.5 0
2.5 130 0
2.5 132.5 0
2.5 135 0
2.5 137.5 0
2.5 140 0
2.5 142.5 0
2.5 145 0
2.5 147.5 0
2.5 150 0
2.5 152.5 0
2.5 155 0
2.5 157.5 0
2.5 160 0
2.5 162.5 0
2.5 165 0
2.5 167.5 0
2.5 170 0
2.5 172.5 0
2.5 175 0
2.5 177.5 0
2.5 180 0
2.5 182.5 0
2.5 185 0
2.5 187.5 0
2.5 190 0
2.5 192.5 0
2.5 195 0
2.5 197.5 0
2.5 200 0
2.5 202.5 0
2.5 205 0
2.5 207.5 0
2.5 210 0
2.5 212.5 0
2.5 215 0
2.5 217.5 0
2.5 220 0
2.5 222.5 0
2.5 225 0
2.5 227.5 0
2.5 230 0
2.5 232.5 0
2.5 235 0
2.5 237.5 0
2.5 240 0
2.5 242.5 0
2.5 245 0
2.5 247.5 0
2.5 250 0
2.5 252.5 0
2.5 255 0
2.5 257.5 0
2.5 260 0
2.5 262.5 0
2.5 265 0
2.5 267.5 0
2.5 270 0
2.5 272.5 0
2.5 275 0
2.5 277.5 0
2.5 280 0
2.5 282.5 0
2.5 285 0
2.5 287.5 0
2.5 290 0
2.5 292.5 0
2.5 295 0
2.5 297.5 0
2.5 300 0
2.5 302.5 0
2.5 305 0
2.5 307.5 0
2.5 310 0
2.5 312.5 0
2.5 315 0
2.5 317.5 0
2.5 320 0
2.5 322.5 0
2.5 325 0
2.5 327.5 0
2.5 330 0
2.5 332.5 0
2.5 335 0
2.5 337.5 0
2.5 340 0
2.5 342.5 0
2.5 345 0
2.5 347.5 0
2.5 350 0
2.5 352.5 0
2.5 355 0
2.5 357.5 0
2.5 360 0
5 2.5 0
5 5 0
5 7.5 0
5 10 0
5 12.5 0
5 15 0
5 17.5 0
5 20 0
5 22.5 0
5 25 0
5 27.5 0
5 30 0
5 32.5 0
5 35 0
5 37.5 0
5 40 0
5 42.5 0
5 45 0
5 47.5 0
5 50 0
5 52.5 0
5 55 0
5 57.5 0
5 60 0
5 62.5 0
5 65 0
5 67.5 0
5 70 0
5 72.5 0
5 75 0
5 77.5 0
5 80 0
5 82.5 0
5 85 0
5 87.5 0
5 90 0
5 92.5 0
5 95 0
5 97.5 0
5 100 0
5 102.5 0
5 105 0
5 107.5 0
5 110 0
5 112.5 0
5 115 0
5 117.5 0
5 120 0
5 122.5 0
5 125 0
5 127.5 0
5 130 0
5 132.5 0
5 135 0
5 137.5 0
5 140 0
5 142.5 0
5 145 0
5 147.5 0
5 150 0
5 152.5 0
5 155 0
5 157.5 0
5 160 0
5 162.5 0
5 165 0
5 167.5 0
5 170 0
5 172.5 0
5 175 0
5 177.5 0
5 180 0
5 182.5 0
5 185 0
5 187.5 0
5 190 0
5 192.5 0
5 195 0
5 197.5 0
5 200 0
5 202.5 0
5 205 0
5 207.5 0
5 210 0
5 212.5 0
5 215 0
5 217.5 0
5 220 0
5 222.5 0
5 225 0
5 227.5 0
5 230 0
5 232.5 0
5 235 0
5 237.5 0
5 240 0
5 242.5 0
5 245 0
5 247.5 0
5 250 0
5 252.5 0
5 255 0
5 257.5 0
5 260 0
5 262.5 0
5 265 0
5 267.5 0
5 270 0
5 272.5 0
5 275 0
5 277.5 0
5 280 0
5 282.5 0
5 285 0
5 287.5 0
5 290 0
5 292.5 0
5 295 0
5 297.5 0
5 300 0
5 302.5 0
5 305 0
5 307.5 0
5 310 0
5 312.5 0
5 315 0
5 317.5 0
5 320 0
5 322.5 0
5 325 0
5 327.5 0
5 330 0
5 332.5 0
5 335 0
5 337.5 0
5 340 0
5 342.5 0
5 345 0
5 347.5 0
5 350 0
5 352.5 0
5 355 0
5 357.5 0
5 360 0
7.5 2.5 0
7.5 5 0
7.5 7.5 0
7.5 10 0
7.5 12.5 0
7.5 15 0
7.5 17.5 0
7.5 20 0
7.5 22.5 0
7.5 25 0
7.5 27.5 0
7.5 30 0
7.5 32.5 0
7.5 35 0
7.5 37.5 0
7.5 40 0
7.5 42.5 0
7.5 45 0
7.5 47.5 0
7.5 50 0
7.5 52.5 0
7.5 55 0
7.5 57.5 0
7.5 60 0
7.5 62.5 0
7.5 65 0
7.5 67.5 0
7.5 70 0
