1 180 0
1 360 0
2 180 0
2 360 0
3 180 0
3 360 0
4 180 0
4 360 0
5 180 0
5 360 0
6 180 0
6 360 0
7 180 0
7 360 0
8 180 0
8 360 0
9 180 0
9 360 0
10 180 0
10 360 0
11 180 0
11 360 0
12 180 0
12 360 0
13 180 0
13 360 0
14 180 0
14 360 0
15 180 0
15 360 0
16 180 0
16 360 0
17 180 0
17 360 0
18 180 0
18 360 0
19 180 0
19 360 0
20 180 0
20 360 0
21 180 0
21 360 0
22 180 0
22 360 0
23 180 0
23 360 0
24 180 0
24 360 0
25 180 0
25 360 0
26 180 0
26 360 0
27 180 0
27 360 0
28 180 0
28 360 0
29 180 0
29 360 0
30 180 0
30 360 0
31 180 0
31 360 0
32 180 0
32 360 0
33 180 0
33 360 0
34 180 0
34 360 0
35 180 0
35 360 0
36 180 0
36 360 0
37 180 0
37 360 0
38 180 0
38 360 0
39 180 0
39 360 0
40 180 0
40 360 0
41 180 0
41 360 0
42 180 0
42 360 0
43 180 0
43 360 0
44 180 0
44 360 0
45 180 0
45 360 0
46 180 0
46 360 0
47 180 0
47 360 0
48 180 0
48 360 0
49 180 0
49 360 0
50 180 0
50 360 0
51 180 0
51 360 0
52 180 0
52 360 0
53 180 0
53 360 0
54 180 0
54 360 0
55 180 0
55 360 0
56 180 0
56 360 0
57 180 0
57 360 0
58 180 3.39957
58 360 0
59 180 489.499
59 360 68.2382
60 180 601.722
60 360 158.519
61 180 790.332
61 360 313.452
62 180 845.382
62 360 408.183
63 180 911.568
63 360 538.459
64 180 1013.18
64 360 670.018
65 180 1053.24
65 360 780.894
66 180 1035.03
66 360 871.041
67 180 1014.38
67 360 902.473
68 180 956.885
68 360 907.483
69 180 893.735
69 360 846.201
70 180 812.37
70 360 881.697
71 180 757.748
71 360 827.217
72 180 672.848
72 360 720.472
73 180 682.079
73 360 623.392
74 180 534.229
74 360 567.875
75 180 487.666
75 360 496.331
76 180 440.901
76 360 452.317
77 180 361.011
77 360 376.57
78 180 297.258
78 360 317.314
79 180 247.86
79 360 294.912
80 180 241.09
80 360 241.955
81 180 195.892
81 360 191.077
82 180 119.729
82 360 143.062
83 180 129.979
83 360 105.279
84 180 118.451
84 360 96.4355
85 180 80.4434
85 360 77.2231
86 180 69.162
86 360 68.4095
87 180 57.0409
87 360 75.2377
88 180 53.4078
88 360 46.2956
89 180 49.655
89 360 46.681
90 180 56.3787
90 360 40.1359
91 180 0
91 360 0
92 180 0
92 360 0
93 180 0
93 360 0
94 180 0
94 360 0
95 180 0
95 360 0
96 180 0
96 360 0
97 180 0
97 360 0
98 180 0
98 360 0
99 180 0
99 360 0
100 180 0
100 360 0
101 180 0
101 360 0
102 180 0
102 360 0
103 180 0
103 360 0
104 180 0
104 360 0
105 180 0
105 360 0
106 180 0
106 360 0
107 180 0
107 360 0
108 180 0
108 360 0
109 180 0
109 360 0
110 180 0
110 360 0
111 180 0
111 360 0
112 180 0
112 360 0
113 180 0
113 360 0
114 180 0
114 360 0
115 180 0
115 360 0
116 180 0
116 360 0
117 180 0
117 360 0
118 180 0
118 360 0
119 180 0
119 360 0
120 180 0
120 360 0
121 180 0
121 360 0
122 180 0
122 360 0
123 180 0
123 360 0
124 180 0
124 360 0
125 180 0
125 360 0
126 180 0
126 360 0
127 180 0
127 360 0
128 180 0
128 360 0
129 180 0
129 360 0
130 180 0
130 360 0
131 180 0
131 360 0
132 180 0
132 360 0
133 180 0
133 360 0
134 180 0
134 360 0
135 180 0
135 360 0
136 180 0
136 360 0
137 180 0
137 360 0
138 180 0
138 360 0
139 180 0
139 360 0
140 180 0
140 360 0
141 180 0
141 360 0
142 180 0
142 360 0
143 180 0
143 360 0
144 180 0
144 360 0
145 180 0
145 360 0
146 180 0
146 360 0
147 180 0
147 360 0
148 180 0
148 360 0
149 180 0
149 360 0
150 180 0
150 360 0
151 180 0
151 360 0
152 180 0
152 360 0
153 180 0
153 360 0
154 180 0
154 360 0
155 180 0
155 360 0
156 180 0
156 360 0
157 180 0
157 360 0
158 180 0
158 360 0
159 180 0
159 360 0
160 180 0
160 360 0
161 180 0
161 360 0
162 180 0
162 360 0
163 180 0
163 360 0
164 180 0
164 360 0
165 180 0
165 360 0
166 180 0
166 360 0
167 180 0
167 360 0
168 180 0
168 360 0
169 180 0
169 360 0
170 180 0
170 360 0
171 180 0
171 360 0
172 180 0
172 360 0
173 180 0
173 360 0
174 180 0
174 360 0
175 180 0
175 360 0
176 180 0
176 360 0
177 180 0
177 360 0
178 180 0
178 360 0
179 180 0
179 360 0
180 180 0
180 360 0
